author,comment,timestamp,like_count,tipe_produk,brand,segment,release_date,sentiment
@proletar_,"aku pake 12T masih nyaman game sampai sekarang, versi T emang memuaskan",2024-10-19T02:12:48Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@thethemeetler,"Wah ternyata masih pake iklan di aplikasi bawaan ya. Makasih bang, auto gak beli",2024-10-19T00:05:15Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@Ar-v7v,Xiaomi 14t gw kok aneh ya? Kalau buat sosmedtan boros tapi kalau buat ngegame malah awet,2024-10-18T23:29:05Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@tardhiansyah,downgrade design,2024-10-18T14:08:14Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@ardibaho7037,Poco f6 pro snap8gen2 😎,2024-10-18T13:56:10Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@wandiputra3826,Masih setia dengan renot 10🎉,2024-10-18T09:46:10Z,1,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@RandomEditory,Alhamdulillah lihat pake hp ini 12+512,2024-10-18T09:20:39Z,2,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@wyea,Adakah rekomendasi midrange yang compact? 😮 Bosen hape segede bata-bata,2024-10-18T06:16:10Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@CyzenTzy,Dana 7 jt mending ambil hp ap?,2024-10-18T04:28:07Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@ahmadzarwantoni1211,Iphone 13 aatau 14T yah?,2024-10-18T03:59:52Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@amroenroen,proteksi layarnya gorilla glass 5 ? di GSMarena kok nggak ditulis juga disitus resminya xiaomi juga nggak disebut,2024-10-18T03:27:47Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@rafiffathurrahman7688,kok gw malah suka ya sama design nya. kyk beda ada ama yang lain,2024-10-17T15:46:15Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@cucuhidayati4837,Bingung wehh Xiaomi 13T apa poco x6 pro 5g😢,2024-10-17T11:17:51Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@PierreNesar,Klo garansi cma ip juaranya,2024-10-17T10:08:05Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@PierreNesar,"Berarti performa di hp 4,9 jt ekwk 😂😂",2024-10-17T10:06:39Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@arisfadilahrevchanel2355,Alhamdulillah auto beli bang,2024-10-17T05:09:48Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@kiki_rizki1996,"bahas oddo bng, sklian maki mki wkwkwk",2024-10-17T02:47:11Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@arjunaputra1450,sip,2024-10-17T00:42:02Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@adamtambunan7528,Tim yang masih makai Xiaomi 12T ditahun ini,2024-10-16T23:37:17Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@yurizkaandriaputri1693,Kira2 kalo untuk konten mending IP 12 pro apa ini ya?mohon dibantu jawab ya para suhu,2024-10-16T23:28:50Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@tammtamatam,"bagi saya kekurangan hp ini cuma 1 yaitu Design. gak banget 😅
13T lumayan keren",2024-10-16T21:44:38Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@sansrazzy4818,"mulai mirip infinix,",2024-10-16T20:01:40Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@itprog7585,Lama kelamaan kami tau.. Kalau yg sulit itu ngecas cepet tp batre awet penggunaan real blutooth dll harus awet biar produsen liat,2024-10-16T19:03:50Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@itprog7585,Kami muak ngecas hp.. Batre culun,2024-10-16T19:02:31Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@itprog7585,"Bang kalau ngetest batre, blutooth nya nyalain.. Youtubenya nyalain, wifinya nyalain.. Real penggunaan",2024-10-16T19:02:12Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@ddnur.alam_,Gg sih seri T ini,2024-10-16T16:52:58Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@Ryaaahu,"Pengen beli hp baru tapi semenjak kuliah,laptop lebih utama dah",2024-10-16T16:40:52Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@alvineff,"Buat 7 jt kurang seribu, oke bgt sih ini, pake 3/4 thn sih masih aman jaya, Garansi 2 thn , Hp termasuk good all rounder, Chip set udah masuk kategori kelas kakap,  kl mau design bagusss bgt ya silahkan beli hp 12jt+++ (Baca Flagship) ada harga ada rupa. Good Job Xiaomi👍",2024-10-16T15:36:55Z,1,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@alfanrodhimubarok6095,Klo sya mrasa di untungkan dngan desainnya. Klo di tanya ini cuma inpinix kok .murah😂😂😂😂,2024-10-16T15:29:47Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@muhamadibdahabdilillah6299,10:39 kalo 14t perbandingannya ama yang sebelahnya si kayak ada efek pudar putih gitu gak si?,2024-10-16T12:00:50Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@andrieruslan5419,"Garansi terbaik, sy pake 12T , LCD masalah setelah pemakaian 1.5tahun,  di ganti full uang kembali 100%  karna stok tidak tersedia utk penggantian upgrade ke 13T",2024-10-16T09:10:25Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@azizalgazalianggara1979,Bodo amat soal design,2024-10-16T07:32:40Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@GhifariNaufall,Mantap..,2024-10-16T06:29:50Z,1,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@ynatalia5878,"jujur malah suka design yg ini karena lebih sleek n rapi aja, cari kamera nya juga tapi ternyata asih kurang ya buat video nya. masih tipikal xiaomi tapi seenggaknya ga sepecah iphone lah",2024-10-16T05:31:07Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@bagassenju6224,"Nontonya pake poco F5, eh kayaknya lebih bagus ambil xiomi 13T/14T 😢",2024-10-16T00:55:05Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@AnNisak-n7f,8:50 Xiaomi keliatan berani ngasih lebih buat usernya yg mau bayar lebih -david gadgetin,2024-10-16T00:00:14Z,1,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@muliana7240,Masih bertahan di 13T sih,2024-10-15T14:02:04Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@RevanaskaCandra,Semoga bisa kebeli,2024-10-15T11:37:22Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@bimaduta3056,Desainnya masih bagusan 13T malah,2024-10-15T10:48:04Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@zulfines850,Semoga yang ingin beli hp baru diberi keluasan rezeki...aamiin,2024-10-15T10:10:39Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@Meongyt212,Nunggu hrga 1jt,2024-10-15T05:07:48Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@FaJryJry-w3l,12T 13T kmrin banyak isu kena green line smoga 14T aman² aja,2024-10-15T02:29:53Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@user-mingse,Garansi xiomi ribet xiomi 12t  punyaku yang green line masih garansi tapi di persulit...,2024-10-15T02:00:49Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@BurungHantu-d1y,akhirnya,2024-10-15T00:57:38Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@OPSEKOL4H,M.A.N.T.A.P,2024-10-14T19:06:16Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@Tarzan703,"Nunggu poco 15 promag aja lah,, ini modul kamera nya udah pasaran",2024-10-14T18:27:13Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@rhea11may22,"Waduhhh baru sebulan m6pro.
Ada tmbhn 2'5jt.
Hmmm...ini keluar..
Mau jual tp istri ga mau gonta gnti.",2024-10-14T17:29:07Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@CSGAMING1997,"Design Android sama semua model persegi panjang jadinya bosan, iPhone designnya membulat lebih mewah diliatnya",2024-10-14T10:12:34Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@jefrizubir2310,Warna apa tu mas..titan grey ya,2024-10-14T09:19:59Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@AryaJona,"10:38 disini 14 t pro lebih tajam di warna kuahnya, tapi warna makanannya lebih keluar di 14t
10:40 disini juga 14 t pro lebih hijau rumputnya, 14 t lebih pucat sedikit",2024-10-14T08:19:00Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@Loremipsum0029,AMPAS 😂,2024-10-14T07:45:41Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@lutfi2072,"Alhamdulillah semalem udah kebeli nih hp.. 
Kerennnnn",2024-10-14T07:40:53Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@realnazo617,Alhamdulillah akhirnya kebeli .,2024-10-14T06:48:46Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@dwiangkling7351,"Kurang suka sama desainnya kameranya,udah terlalu bnyk modelnya yg kya gitu",2024-10-14T06:47:52Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@FitrahG,"aneh banget desain hp xiaomi kali ini, terlihat malas mendesain

ayo xiaomi lebih fokus lagi",2024-10-14T06:30:42Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@clopicloo8378,"Xiaomi ketika ngurus hp:😏😎
Xiaomi ketika ngurus monitor:🤡🤡",2024-10-14T06:23:42Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@YaniLasahido,Bagus,2024-10-14T04:23:36Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@laksamanaagung698,Xiaomi dan bbk kenapa ya design kameranya bikin malas semua 🤣. Gak ada sedap2 nya dipandang mata.,2024-10-14T03:59:31Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@rauliashintya8029,Mending poco f6 kalo gitu mah😂,2024-10-14T03:22:26Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@shop_ping200,"14t series bagus disemua sisi ada iP68 mesin getar yg solid, layar 144hz bezel simetris, ada e-sim, kamera pun koleb dgn Leica👍",2024-10-14T02:13:56Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@badface9358,"Menurut saja design kamera nya bukan kurang lagi tapi JELEK bgttt, jauh bgt dibanding 13T",2024-10-13T23:36:35Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@yssctmr87,Xiaomi group tahun ini model hpnya kureng semua. Apalagi series 14 dri Mi sampe redmi notenya waduh nggak ngelirik dulu lah,2024-10-13T17:28:53Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@reynalrp,Titanium keren bang,2024-10-13T16:44:34Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Positive
@masdonsabugzline3454,Apalah daya. Cm bs nonton vid ini pake ip 13 jadul...🙁😞,2024-10-13T16:29:40Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Neutral
@ianembenk9459,Kenapa lebih bagus Redmi Note 14 Pro Plus desain nya 🤔,2024-10-13T15:00:01Z,1,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
@putrajati6997,Model camera nya jauh lebih bagus yang 13,2024-10-13T14:17:54Z,0,Xiaomi 14T,Xiaomi,Flagship,September 2024,Negative
