author,No.,Comment,Sentiment,Reason,timestamp,like_count,tipe_produk,brand,segment,release_date
@komplekmileniall1458,107,Saya terakhir pake asus zenfone 4 max pro dan tahun kemarin udh saya musiumin??,Removed,The comment is unrelated to Zenfone 11 Ultra.,2024-07-05T15:03:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@firmanandi7720,108,Kesalahan Asus saat nyemplung k dunia hp saat memakai chipset intel yg panas...,Removed,The comment discusses Asus's general past issues but does not mention or relate to Zenfone 11 Ultra.,2024-07-05T14:42:17Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@jounsurya1616,109,Aku lebih ngefan ke zenfone 10 bentuk simpel pas digenggaman.,Negative,"The comment shows preference for Zenfone 10 over Zenfone 11 Ultra, indicating dislike for the latter.",2024-07-05T12:32:28Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@aqilatthaillah9332,110,bang riview sharp aquos 601sh,Removed,Irrelevant to Zenfone 11 Ultra or its sentiment analysis.,2024-07-05T10:16:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@padhang.jingglang,111,apa mungkin keluarnya yg ultra seperti ROG jadi pancingan naikin yg zenfone 9/10 yg minimalis?,Neutral,The comment speculates about strategy but does not express interest or dislike for Zenfone 11 Ultra.,2024-07-05T03:46:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@mohammadikhsan9895,112,Alasan kenapa skrng gw pindah dari asus ke samsung karna kualitas kamera untuk low light dan HDR Asus kurang bagi gw sih�,Negative,"The comment criticizes Asus's camera quality, indicating dislike for its products, including Zenfone 11 Ultra.",2024-07-05T02:48:21Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@HuzairHans,113,ga kaya itel??,Removed,The comment is unclear and irrelevant to the Zenfone 11 Ultra.,2024-07-05T01:54:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@rizqi8938,114,Zenfone 9ku aja jarang kepakek. Kali aja yg minat drpada g kepakek ?? bis cek toko oren atau ijo.,Removed,The comment discusses selling a Zenfone 9 and is irrelevant to Zenfone 11 Ultra.,2024-07-05T01:16:14Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@justimagination339,115,"Saya pemakai pemakai z5 trus z7 flip, dan nonton video ini pakai z8�",Removed,The comment does not relate to the Zenfone 11 Ultra or show interest/dislike for it.,2024-07-05T01:14:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Buayadikadalin,116,"Bang di reels fb ada namanya akun rijal amri,, semua vidoe punya abang??",Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-04T02:34:14Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@adidasadilettecomfort4640,117,kecewa sebagai fans hp kecil dan user zenfone 10 ??,Removed,The comment is about Zenfone 10 and does not mention Zenfone 11 Ultra.,2024-07-04T00:17:06Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@afan137,118,Asus Republic of James ROJ ??. Saya lebih suka zenfone 10 yg kecil sayang jualan 128 gb yang ada.,Negative,"The comment shows a preference for Zenfone 10 over Zenfone 11 Ultra, indicating dislike for the latter.",2024-07-03T23:30:51Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@dhikarung1167,119,"Yg paling bikin males pake asus tuh apa coba..? ""SERVICE CENTER NYA"" yak...",Neutral,The comment criticizes Asus service centers in general but does not mention Zenfone 11 Ultra.,2024-07-03T20:14:04Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@GgKallem-lq2zl,120,"knpa si jlkkkk bngttt pas bsgian blakang nya,gk kliatan hp mhal",Negative,"The user criticizes the design, indicating dislike for Zenfone 11 Ultra.",2024-07-03T19:43:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Gila_bola-01,121,Bang review tablet itel vistatab 30 dong bang david??,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-03T15:30:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@wiftamaulana6091,122,"Mantap juga tuh ??, kebetulan saya ini maniaknya Asus Zenfone. Terlebih, Hp Asus yang baterai terkuat.",Positive,"The comment shows clear interest in Asus Zenfone, indicating a positive sentiment toward Zenfone 11 Ultra.",2024-07-03T13:54:39Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@SNDproject182,123,"Pernah sekali kalinya pake HP Asus, Yaitu Zenfone 5 dengan Zen UI ??",Removed,The comment mentions older models and is irrelevant to Zenfone 11 Ultra.,2024-07-03T13:29:22Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@sadisaah4777,124,Zenfone 11 biasa ga ada tah?,Neutral,The comment is a query about Zenfone 11 Ultra but does not show interest or dislike for it.,2024-07-03T13:28:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ritnodheufa1289,125,"Gak percaya ke Asus ,dah kapok beli merk Asus , mau hp ataupun laptop ?? qualitanya kureng.",Negative,"The user expresses strong dissatisfaction with Asus products, which could include Zenfone 11 Ultra.",2024-07-03T13:19:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@rusdiadriftchanel1709,126,Poco M5s juga bang ga ada chargernya??,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-03T13:07:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@gauthama2069,127,Nonton,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-03T11:29:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@richardgarcia779,128,Apakah cuma saya di sini yang suka pakai hp mini??,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-03T09:59:29Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ilhamanwar952,129,"banyak yg muji tapi kagak beli, ngena banget ??",Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-03T08:53:43Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@_zyrkaaaa,130,"Bg coba unboxing HP blackview A96 yang katanya desain mirip iphone 15 pm, bikin penasaran kayanya menarik tu hp",Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-03T07:52:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@PrakosoKoko,131,"Andai asus main lagi di mid range, gw suka os nya cuy android murni ?? tapi ntah kenapa ditinggalkan padahal penikmat mu banyak di Indonesia bahkan dunia",Positive,"The comment shows interest in Asus' OS and mid-range phones, which includes Zenfone 11 Ultra as part of the brand.",2024-07-03T04:10:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@myjeje,132,"Sebangai penggemar hape kecil dari dulu, saya harus mencari brand lain lagi yang masih bikin hape kecil.",Negative,"The comment expresses frustration about the lack of small phones from Asus, indicating a preference for other brands over Zenfone 11 Ultra.",2024-07-03T02:40:29Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@hjrayyanbn7121,133,Separepat y trus beli dimana dionline Ndak ada . Info sparepart asus,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-03T02:06:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@fii6600,134,Tes honor of king bang next,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-02T23:13:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Yayanhandrio,135,Wah Mantap hp nya dan Bagus Sekali,Positive,"The comment expresses a positive sentiment toward the phone, likely Zenfone 11 Ultra.",2024-07-02T19:45:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Yayanhandrio,136,Keren itu Hape nya bos ku,Positive,"The comment expresses admiration for the phone, likely Zenfone 11 Ultra.",2024-07-02T19:40:18Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@narunaru8560,137,Kira kira bakal ada yg berani pake Xenon flash gak yah kedepannya ??,Neutral,The comment is a general question about flash technology and is not directly related to Zenfone 11 Ultra.,2024-07-02T18:35:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ryuujioasaka,138,"Main ml fps nya tumpah tumpah, giliran Minecraft drop banget",Negative,"The comment expresses dissatisfaction with gaming performance, which suggests a negative sentiment toward Zenfone 11 Ultra.",2024-07-02T15:03:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@rankid6270,139,"Kalau pengen bersaing sebenarnya gampang, gk usah rubah2 model, gk guna, triknya cuman 1, harganya jangan mahal2....",Negative,"The comment critiques the pricing strategy and model changes, implying dissatisfaction with the current direction, possibly including Zenfone 11 Ultra.",2024-07-02T14:52:47Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Simasy-z3s,140,Review infinix hot 40i dong bang??,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-02T14:48:27Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@mgeditor1326,141,Review Oppo A3 Pro 5g bang??,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-02T11:41:09Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@RIZKYDIT,142,8 gen 3 termurah,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-02T10:25:44Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@artoriasabysswalker5133,143,flip kamera kapan comeback?,Neutral,"The comment asks about the camera, but it's unclear if it's referring to Zenfone 11 Ultra.",2024-07-02T07:34:52Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@harickbams,144,Hp idola pd masanya,Neutral,The comment doesn't specify which phone or show any sentiment toward Zenfone 11 Ultra.,2024-07-02T06:50:42Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@noname-gl6ni,145,"4:47 Same-same but different, but still same ??",Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-02T05:53:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@HifzaFilza,146,"""Deal Breaker bagi sebagian orang Asus Zenfone bahkan ROG rata-rata di dukungan Software yang hanya 2 tahun, untuk harga yang di tawarkan...""",Negative,"The comment criticizes Asus's software support, which negatively affects sentiment toward Zenfone 11 Ultra.",2024-07-02T03:31:10Z,2,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@MuhrimAja,147,Bang review hp infinix GT ULTRA ??,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-02T03:02:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@rz-arjuna6337,148,Udah ke tebak bakalan ganti berapa kali begron mejanya,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-02T02:36:23Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@dhan1001,149,"Sedih, ngeliat video ini pake zenfone 9, hilang sudah pilihan hp compact yang ada audio jacknya",Negative,"The comment expresses disappointment about the lack of compact phones and audio jacks in newer models, implying dissatisfaction with Zenfone 11 Ultra.",2024-07-01T16:14:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@muhammadrifkifabillah3593,150,11:11 jj,Removed,Irrelevant to Zenfone 11 Ultra.,2024-07-01T14:38:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@gungdesurya,151,bahkan desainnya beda banget dari zenfone 11,Negative,"The comment indicates a dislike or comparison between the Zenfone 11 and another model, which suggests a negative sentiment.",2024-07-01T14:13:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@mfirdausdf,152,Padahal sebenernya banyak lho peminat hp compact..,Neutral,"The comment is discussing a general observation about compact phones, but it doesn�t express a clear preference for Zenfone 11 Ultra.",2024-07-01T13:54:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@RevelationMikaela,153,"Bang,coba tambahin game minecraft untum test gamingnya",Removed,"This comment is addressed to the reviewer, making it irrelevant to the Zenfone 11 Ultra.",2024-07-01T11:43:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Natureboy-w1e,154,"Good joob asus, pertahankan utk kita2 kelas up",Positive,"The comment expresses approval of ASUS, which reflects a positive sentiment towards the brand.",2024-07-01T11:10:43Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@JojoJkh,155,"Bang sampaikan komplenku ke asus, setelah update ui zenfon 10 speedmeter internet aku gak jalan, 0 kb/s gitu terus",Removed,The comment is a complaint about a different Zenfone model and does not relate to Zenfone 11 Ultra.,2024-07-01T09:54:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@NadiraReva,156,😂,Removed,"The comment is just an emoji and lacks meaningful content to label as positive, negative, or neutral.",2024-07-01T09:08:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@MimisCantiq,157,"""Assalamualaikum .. Bang David @gadgetin mau tanya untuk ciri khas hp asus banget Led notifikasi di pojok kiri atas layar masih ada nggak Bang 🙏😂""",Removed,"This is a question about a feature but does not directly address the Zenfone 11 Ultra or express preference, so it remains neutral.",2024-07-01T08:52:40Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@juxusrg8350,158,Mirip asus vivobook😂,Neutral,This comment is a comparison to a different ASUS product and doesn't directly express an opinion on the Zenfone 11 Ultra.,2024-07-01T08:41:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@riosetiawan0703,159,mirip hp realme yg sejutaan 😂,Negative,"The comment compares the Zenfone 11 Ultra to a cheaper Realme phone, implying a negative sentiment towards the Zenfone 11 Ultra.",2024-07-01T07:43:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Xulll-hok,160,Bang sekali-kali game honor of king rata kanan,Removed,"This comment is addressed to the reviewer and suggests a game to be tested, making it irrelevant to Zenfone 11 Ultra.",2024-07-01T06:01:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@pockyflavor3331,161,charger nya harus beli lagi 😂,Negative,"The comment expresses frustration with the charging situation, indicating a negative sentiment about the phone.",2024-07-01T04:30:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Syareifes.Elahdori-sn2do,162,"Bg,gak review vivo x100 reguler???",Removed,The comment is a request for a review of a different phone and is not related to Zenfone 11 Ultra.,2024-07-01T03:37:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@zitnetwork4014,163,bang review GPD Pocket 3,Removed,The comment is a request for a review of a different product and not related to the Zenfone 11 Ultra.,2024-07-01T03:33:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@cariduit8562,164,Bang gak review hp infinix yg baru 2jutaan infinix � BMW,Removed,The comment is a request for a review of a different phone and not related to Zenfone 11 Ultra.,2024-07-01T02:59:32Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@SpesialLbr,165,"Bg david review hp xiomi atau poco wajib beli kisaran harga 5jt kebawah lah, bisa dibilang tanpa menoleh ke produk lain lah😅😅😅",Removed,The comment is a request for reviews of other phone brands and is not relevant to Zenfone 11 Ultra.,2024-07-01T02:43:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@faiqzarkahfi2908,166,Bang saran mending redmi note 12 pro 5G atau Poco x5 pro 5G,Removed,This comment is a suggestion to compare other phones and is irrelevant to Zenfone 11 Ultra.,2024-07-01T02:39:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ronaldsarangati2201,167,Kalo zenfone 11 ultra sama iqoo 12 keren mana ya?,Neutral,The comment is asking a comparative question but doesn't clearly indicate a preference or sentiment.,2024-07-01T02:31:03Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ronaldsarangati2201,168,Coba dulu hp zenfone 11 ultra dengan chipset snapdragon 8 gen 3. Asus jga hrs ikutin tren zaman hp flagship. Hp nya desain mirip2 rog 8. Utk game 11 ultra ga kalah.dengan rog 8. Desain nya keren. 11 ultra.mgkn mau ikut bersaing dengan samsung.dan iphone...siapa yg tau hasil.kedepan dari asus zenfone 11 ultra mgkn bsa laku di pasaran,Positive,"The comment expresses excitement and potential confidence in the Zenfone 11 Ultra, highlighting positive aspects.",2024-07-01T02:29:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Reihan_petualang.,169,"apalah yang dulu pake asus zenfone max m2, sekarang ganti ke redmi😅",Removed,"The comment expresses a change from an Asus Zenfone to a Redmi phone, indicating a negative sentiment towards Asus.",2024-07-01T02:24:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@nakiaruben,170,masih setia dengan Asus Zenfone 5 ZE620KL sejak 2018 😄,Removed,"The comment expresses loyalty to an older Asus model, but does not show clear interest in the Zenfone 11 Ultra.",2024-07-01T02:06:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ridwanamang10,171,"bang rekomen hp budget 1.5-2jt dong yg kameranya bagus buat foto sama video (syukur2 udah ada stabilizernya), untuk d pake jangka panjang (upload foto/video & live)😁",Removed,The comment is asking for recommendations and is not related to Zenfone 11 Ultra.,2024-07-01T01:59:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@riskizordanelliotgohae4937,172,Buat video rekomendasi laptop untuk pertengahan tahun bg,Removed,"The comment is requesting a video for laptops, not related to the Zenfone 11 Ultra.",2024-07-01T01:49:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@AnggaWahyu-dd6nb,173,Saya sebagai pengguna Asus lama karena dulu jual beli hp bekas/seken dari zaman nya asus zenonfe 2 sampai zenfone 6 saya pakai.asus emang mantap.ya walaupun dulu ada jga kasus matot,Positive,"The comment expresses positive sentiment towards ASUS and their products, indicating loyalty.",2024-07-01T00:51:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@AnggaWahyu-dd6nb,174,Asus keren,Positive,"The comment praises ASUS, reflecting a positive sentiment.",2024-07-01T00:49:31Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@darwin9015,175,"bang minta saran hp 2,5jt under pliss",Removed,The comment is a request for a recommendation unrelated to Zenfone 11 Ultra.,2024-07-01T00:46:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@andinistela9777,176,Bang revieww vivo v30e plis,Removed,The comment is a request to review a different phone brand and is not relevant to Zenfone 11 Ultra.,2024-07-01T00:39:51Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Kanggabut07,177,Apa cuma aku yg males sama hp sekarang gara2 kamera depanya ditengah kek g enak bngt gt. Kok g ada yg ngeluarin kamera puncholnya di samping kek dlu si😢,Negative,"The comment expresses dissatisfaction with current phone designs, indicating negative sentiment towards newer models.",2024-07-01T00:34:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@seconddchannel521,178,menarik,Positive,"The comment says ""interesting,"" which indicates a positive sentiment towards the Zenfone 11 Ultra.",2024-07-01T00:24:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Sangalgano011,179,Bang coba review itel Vista tab 30,Removed,"The comment is a request for a review of a different product, not related to Zenfone 11 Ultra.",2024-07-01T00:14:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@Joko-23,180,"Bang mintak solusinya dong ada bujed 3,5juta ni sebaiknya beli hp sepck yang mana ? Rekomendasinya dong bang ?",Removed,The comment is asking for a phone recommendation and is not related to Zenfone 11 Ultra.,2024-06-30T23:21:29Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@anangtarchandra1330,181,Asus bagus. 🙏😇,Positive,The comment expresses positive sentiment towards ASUS.,2024-06-30T20:53:22Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ulalaslebew,182,"NUBIA NEO 2 5G, Knapa gadgetin gk riview ni hp?",Removed,The comment is a request to review another phone brand and is not related to Zenfone 11 Ultra.,2024-06-30T20:28:14Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ahmdfauzy6377,183,Bang review nubia neo 2 5g dong,Removed,"The comment is a request for a review of a different phone, not related to Zenfone 11 Ultra.",2024-06-30T20:00:30Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@AriPangestu-li6qs,184,Love,Positive,"The comment simply says ""Love,"" reflecting positive sentiment.",2024-06-30T19:39:05Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@baktisant,185,SKIP! Asus mulai badut,Negative,"The comment expresses disappointment with ASUS, indicating negative sentiment.",2024-06-30T19:10:24Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@ADIT_Ganteng..,186,"Coming soon : ""Editor rewel minta dibeliin Hypercar biar gak telat kerja""😋",Removed,The comment is not relevant to the Zenfone 11 Ultra or related to the phone industry.,2024-06-30T18:50:13Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@junaidijuna9699,187,nice,Neutral,"The comment simply says ""nice,"" which is too vague and doesn't directly express a clear sentiment about the Zenfone 11 Ultra.",2024-06-30T18:25:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@bimaayudyaghozali9669,188,AYO RIVIEW OPPO A3 PRO 5G BANG ❤❤❤,Removed,The comment is requesting a review for a different phone model (OPPO A3 Pro 5G) and is not relevant to Zenfone 11 Ultra.,2024-06-30T18:17:41Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@bimaayudyaghozali9669,189,BAHAS OPPO A3 PRO 5G BANG DAVID❤❤,Removed,"The comment is another request for a review of a different phone (OPPO A3 Pro 5G), making it irrelevant to Zenfone 11 Ultra.",2024-06-30T18:16:26Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@putrageming7763,190,BG coba in riffiw redmi A3 hp terbaru redmi,Removed,"The comment is requesting a review of a different phone (Redmi A3), making it irrelevant to Zenfone 11 Ultra.",2024-06-30T17:24:07Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@hafidbaru6390,191,Bang review samsung m15 bang,Removed,"The comment is requesting a review of a Samsung phone (M15), not related to Zenfone 11 Ultra.",2024-06-30T17:21:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@BudakRantau-o1d,192,"""Bang review hp Samsung s22 ultra , yang kelemahan nya di layar, yg habis di pembaruan prangkat lunar ke version on UI: 6.1 ko layar nya malah Ada garis putih di banian camera depan nya @gadgetIn""",Removed,"The comment is asking for a review of a Samsung phone (S22 Ultra), which is unrelated to Zenfone 11 Ultra.",2024-06-30T16:33:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@BudakRantau-o1d,193,"""Bang review hp Samsung s22 ultra , yang kelemahan nya di layar, yg habis di pembaruan prangkat lunar ke version on UI: 6.1 ko layar nya malah Ada garis putih di banian camera depan nya @gadgetIn""",Removed,"The same as comment 192, requesting a review of Samsung S22 Ultra.",2024-06-30T16:33:01Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@BudakRantau-o1d,194,"""Bang review hp Samsung s22 ultra , yang kelemahan nya di layar, yg habis di pembaruan prangkat lunar ke version on UI: 6.1 ko layar nya malah Ada garis putih di banian camera depan nya @gadgetIn""",Removed,"The same as comments 192 and 193, asking for a review of Samsung S22 Ultra.",2024-06-30T16:32:58Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@BudakRantau-o1d,195,"""Bang review hp Samsung s22 ultra , yang kelemahan nya di layar, yg habis di pembaruan prangkat lunar ke version on UI: 6.1 ko layar nya malah Ada garis putih di banian camera depan nya @gadgetIn""",Removed,Repetition of previous requests for a Samsung S22 Ultra review.,2024-06-30T16:32:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@kuroshanart4923,196,Bikin konten daftar hp yang tahan nyebur air bang buat bkin video outdoor.. Kalo bisa bikin mid range dan flagship,Removed,"The comment is a request for content on waterproof phones, which is not related to the Zenfone 11 Ultra.",2024-06-30T16:28:00Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@IvanggaDwiputraLeksono,197,"Gw msh punya asus compact jaman bahula dengan ram 2 internal 16, android 8 oreo. Ada yg bisa tebak?😂",Removed,The comment discusses an old Asus phone but does not express interest in Zenfone 11 Ultra or provide clear sentiment.,2024-06-30T16:08:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@aryamaulana4605,198,review samsung m15 5G dong bg,Removed,"The comment is asking for a review of a Samsung phone (M15), which is unrelated to the Zenfone 11 Ultra.",2024-06-30T15:55:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@angganainggolan5827,199,"Kamera nya jelek kali bang 😭 untuk harga segitu. Mending beli Samsung a55 harga lebih murah, tapi chipset mid range",Negative,"The comment expresses dissatisfaction with the Zenfone 11 Ultra's camera and suggests a cheaper Samsung model as a better option, indicating a negative sentiment.",2024-06-30T15:48:46Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
@wahyudinobhot995,200,Request Review IQOO Z9 dong bang...,Removed,"The comment is requesting a review of a different phone (IQOO Z9), unrelated to Zenfone 11 Ultra.",2024-06-30T15:21:51Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T15:14:45Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T15:07:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T14:40:20Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T14:34:22Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T14:33:57Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T14:33:02Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T14:14:11Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T14:13:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T13:17:16Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T13:16:36Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T13:05:54Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T13:01:56Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T13:01:53Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T13:01:50Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T12:58:55Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T12:40:13Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T12:36:23Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T12:10:04Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T12:09:09Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T12:06:10Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T11:41:11Z,1,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T11:40:33Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T11:36:25Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T11:36:08Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
,,,,,2024-06-30T11:19:20Z,0,ASUS Zenfone 11 Ultra,ASUS,Flagship,2024
