author,id,comment,sentiment,timestamp,like_count,tipe_produk,brand,segment,release_date,text_processed
@masdimas2911,370,Exynos mulai melengkapi puzzle nya,neutral,2024-06-13 07:35:38+00:00,0,Galaxy S24+,Samsung,Flagship,18-Jan-24,exynos melengkapi puzzle nya
@dinimartiani8427,371,alhamdulillah nonton ini pake samsung s24+,positive,2024-05-29 15:38:01+00:00,0,Galaxy S24+,Samsung,Flagship,18-Jan-24,alhamdulillah menonton pakai samsung s24
@bhotaxcool4325,372,Nonton pake S24 plus dan dpt free charger ori plus galaxy buds fe..,neutral,2024-05-27 14:03:53+00:00,0,Galaxy S24+,Samsung,Flagship,18-Jan-24,menonton pakai s24 plus free charger orisinal galaxy bud fe
@MamahGhina-iw9hz,373,"""Saya penggemar hp samsung setiap pembelian hp samsung kalo baru pake emang panas tapi d awal2 saja selebihnya alhamdulillah aman. Pokok nya untuk harga 2/3 jutaan sudah bagus kamera nya top banget dehÃ¢ÂÂ¤Ã¢ÂÂ¤""",positive,2024-04-23 04:07:17+00:00,0,Galaxy S24+,Samsung,Flagship,18-Jan-24,penggemar handphone samsung pembelian baru pakai panas tapi selebihnya alhamdulillah aman pokok nya harga 2 3 jutaan bagus kamera top banget dehã â ã
@boyzka1994,374,"Pakenya puas, software samsung jarang ada istilah bug",positive,2024-04-22 15:03:54+00:00,0,Galaxy S24+,Samsung,Flagship,18-Jan-24,pakenya puas software samsung jarang istilah bug
@Ximid4,375,"""Aku baru beli s24 plus di korsel,tepatnya di changwon om,mall lotte mart.,langsung beli di konter hp samsungnya. Dapat carger 25watt plus dapat mini power bank 5000mah bertuliskan galaxy AI plus screen protektor dan casing silikon,dan dapat voucher belanja 100 ribu won. Kurasa cuma di indonesia aja yg begitu.di korsel sini gak gitu. Oh ya harga s24+ disini adalah 1.321.000 won.ram 12 internal 256. Seandainya bisa upload fotonya disini,dah ku upload tuk menunjukkan buktinya""",positive,2024-04-14 21:50:22+00:00,0,Galaxy S24+,Samsung,Flagship,18-Jan-24,baru beli s24 plus korsel tepatnya changwon om mal lotte mart langsung konter handphone samsungnya carger 25watt mini power bank 5000mah bertuliskan galaxy ai screen protektor casing silikon kupon belanja 100 ribu won indonesia tidak oh iya harga 1 321 000 ram 12 internal 256 seandainya unggah fotonya ku buktinya
@dcaryasa,376,Karena nonton video ini saya jadi mantap beli S24+,positive,2024-04-12 12:09:15+00:00,0,Galaxy S24+,Samsung,Flagship,18-Jan-24,menonton video mantap beli s24
@busyrolkarim7958,377,"Mantap performa hp ini.. ademm.. sat set.. banyak fitur, trus bonus pembelianya bukan kaleng2",positive,2024-03-24 16:15:17+00:00,0,Galaxy S24+,Samsung,Flagship,18-Jan-24,mantap performa handphone adem cepat fitur bonus pembelianya kaleng2
@ALIIMRAN-zt7uk,378,bagusan vivo x200 ultrq,positive,2024-11-15 11:24:16+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bagusan vivo x200 ultrq
@AmrinaFimasari,379,Masih pecah2 hasil videonya¢ mau nyari samsung yg speknya kek ip klo videonya upload gak pecah2,negative,2024-11-14 00:28:34+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,pecah2 hasil videonya mencari samsung speknya kayak ip unggah tidak
@faiztantono7669,380,Mahal tp tampilan S24 in kaya receh beda dg iphone. Iphone keliatan mahal tapi sebenery receh ak nyesel beli iphone,negative,2024-10-23 11:28:40+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,mahal tampilan s24 in kayak receh beda iphone tapi sebenery menyesal beli
@Sedulure,381,Bonus layar burn in,neutral,2024-10-13 15:57:17+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bonus layar burn in
@Iwillsurvive09,382,Gatau knp gasuka bentuknya aja,neutral,2024-10-01 00:19:48+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,tau tidak suka bentuknya
@Luxurycliplyfee,383,Knp yaa saya pake s24u pake main ml set 120fps grafik high pake game plugin max fps sering banget fps nya terasa drop ÂÂ¥Â² padahal ni hp dipake di mpl,negative,2024-09-26 03:40:16+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,ya pakai s24u main ml cepat 120fps grafik high game plugin max fps banget nya drop â â² nih handphone dipakai mpl
@ganteng09,384,"S24 ultra bagus tp kesan ""uniknya"" jd berkurang krn layarnya flat...",negative,2024-09-25 16:13:24+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,s24 ultra bagus kesan uniknya berkurang layarnya flat
@komangsujana6993,385,"Pernah tambahin screen protector, ternyata malah lebih jelek, pantulannya jadi sedikit nambah",negative,2024-09-23 05:02:42+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,tambahkan screen protector jelek pantulannya menambah
@drivebackup7146,386,"Kalau lihat layarnya, kok masih lebih berasa mewahan note 10 plus dibanding hape ini ya menurutku. Walau hape layar curved edge udah umum, tapi tetep aja aksen lengkungan ""Note"" yang hilang bikin berasa kurang aja gitu sih.",negative,2024-09-10 14:33:54+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,lihat layarnya berasa mewahan note 10 plus dibanding telepon genggam iya menurutku layar curved edge tapi aksen lengkungan hilang bikin sih
@alexkurnia6059,387,"Terimakasih bang reviewnya. Jujur kemarin sempet bingung mau pilih samsung s24 ultra atau iphone 15 pro max. Setelah lihat review ini, saya akhirnya putuskan untuk membeli xiaomi",positive,2024-09-07 22:11:06+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,terima kasih bang reviewnya jujur kemarin bingung pilih samsung s24 ultra iphone 15 profesional max lihat review putuskan membeli xiaomi
@AkuCayang,388,Asik pink di mukanya ilang  kek tang di contohin yg cupu di s23 ultra,positive,2024-08-21 12:16:30+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,asyik merah muda mukanya hilang kayak tang contohin cupu s23 ultra
@akliannor882,389,gu user samsung dari awal grand dous 2013 sampai 2024 sudah make j5 j7 samsung a7 s8 s10 s20 dan s22 ultra terkhari make produk samsung karena layar grenn screen kaga ada tanggung jawab nya samsung,negative,2024-08-17 23:43:36+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,gu pengguna samsung dari grand dous 2013 2024 make j5 j7 a7 s8 s10 s20 s22 ultra terkhari produk layar grenn screen tidak tanggung nya
@rickofrd_,390,"orang pilih iphone selain ekosistem, cmn buat insta story yg qualitynya oke",positive,2024-08-14 00:37:46+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,orang pilih iphone ekosistem insta cerita qualitynya oke
@e_miilchannel8535,391,saya kurang suka bentuknya yang terlalu mengotak,negative,2024-08-12 04:40:05+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,suka bentuknya mengotak
@yoland_o3580,392,"Kekurangan s24u ini cuman layar ga lengkung ,itu aja",negative,2024-08-09 16:55:24+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,kekurangan s24u layar tidak lengkung
@OktaLende_Official,393,"""Gw kecewa ama samsung,.masa iya flagship pada kena green line dan nti berlanjut melebar jadi garis pink, dll Aku user samsung dr dulu smpe skrg di Note 20Ultra...green line kan aneh ya""",negative,2024-07-21 15:55:26+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,gue kecewa sama samsung iya flagship kena green line berlanjut melebar gari merah muda pengguna dari note 20ultra aneh
@ardhinrkhn,394,dan sekarang s23 series dapet update circle to searchÂÂÂ,neutral,2024-11-11 05:45:15+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,s23 series pembaruan circle to searchâ â
@herygunawan6153,395,Bekas nya berapaan ya?,negative,2024-11-10 01:59:49+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bekas nya berapaan iya
@dpindo7287,396,Next tunggu S25 Ultra tapi bukan yg itel,neutral,2024-11-09 05:44:37+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,tunggu s25 ultra tapi itel
@aufi5318,397,Boxnya itu udah include apa aja? Apakah s pen dijual terpisah?,neutral,2024-11-08 09:17:56+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,boxnya include si dijual terpisah
@natansalim3077,398,Aku dapet di shopee Ada yg jual 4jt ori Baru katanya tapi sangat ragu kalau itu beneran Ori,negative,2024-10-31 18:40:13+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,shopee jual 4jt orisinal baru tapi ragu benaran
@DeppaTori-k1e,399,Masih setia dengan s21uÃ¢ÂÂ¤,positive,2024-10-31 12:03:12+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,setia s21uã â
@naufalaflahubaiddillah760,400,apakah di S24ULTRA masih ada BIXBY?,neutral,2024-10-31 05:33:38+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,s24ultra bixby
@naufalaflahubaiddillah760,401,"5:35 Samsung gak beri fitur PERSENAN BATERAI karena mencegah pemakai ponsel agar tidak kwatir kalau baterai habis., itulah alasannya",neutral,2024-10-31 05:00:23+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,5 35 samsung tidak fitur persenan baterai mencegah pemakai ponsel kawatir habis alasannya
@ishaqrausen3618,402,"Maaf mau nanya, samsung s24 ultra udh stabil kaya ip ga yah klo lgi video di jalan? Maaf tanya sja hehe",neutral,2024-10-30 22:36:28+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,maaf samsung s24 ultra stabil kayak ip tidak ya video jalan hehe
@dewimoer7591,403,"Saya pke samsung a20s udh 6 thn udh 3x ganti batrai,pen ganti tpi ada yg lebih penting",negative,2024-10-28 15:40:26+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,pakai samsung a20s 6 kali ganti batrai
@hanisularso9859,404,Review s24 plus,positive,2024-10-27 04:11:54+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,review s24 plus
@AlexCio_o,405,Apa bener s24 U over saturasi kameranya?,negative,2024-10-27 02:56:39+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,s24 over saturasi kameranya
@JubjubChangnoi,406,Nunggu gen 4 aja,negative,2024-10-23 03:07:12+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,menunggu gen 4
@BerontosenoKara,407,Mending mana samsung atau Xiaomi ?,negative,2024-10-22 18:49:29+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,samsung xiaomi
@BerontosenoKara,408,Awet ngga?,positive,2024-10-22 18:46:02+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,awet tidak
@bibobhutajulu5569,409,S24 ultra buat membedakan yg Ori dan Fake gmn bg,negative,2024-10-21 08:11:27+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,s24 ultra membedakan orisinal fake bagi
@ruzzackovich4067,410,"pertanyaan umum : 1. dalam jangka 12 jam berapa kali nge charge ? batre sisa berapa persen? 2. snapdragon 8 bukannya panas dan boros ? 3. bisa gak update software di s23 , kalau cuma mau google lens search, bukannya udah ada di google nya",negative,2024-10-20 10:32:37+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,1 jangka 12 jam kali nge charge baterai sisa persen 2 snapdragon 8 panas boros 3 tidak pembaruan software s23 google lens cari nya
@Ishowspeedimasl77,411,galaxy s24 ultraÃ¢ÂÂ iphone 16 proÂÂÂ©ÂÂ¤Â¢Ã¢ÂÂ,positive,2024-10-08 10:37:10+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,galaxy s24 ultra ã â iphone 16 proâ
@busanyeoa5194,412,"Saya ga tau kecanggihan s24 ultra buat saya akan terpakai ngga yang biasanya pakai hp sekelas m51 aja buat nonton doang tanpa khawatir sering ngecharge karena baterainya besar. Sedangkan fitur AI juga belum terlalu butuh. Harus diapakan ini hp ya? Apa jual lagi aja, setelah dipikir semalaman kaya kemahalan..",negative,2024-10-07 06:45:32+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,tidak kecanggihan s24 ultra terpakai pakai handphone sekelas m51 menonton doang khawatir ngecharge baterainya fitur ai belum butuh diapakan iya jual dipikir semalaman kayak kemahalan
@hendrikkbhedoerofficial6045,413,Bingung mo beli samsung s23 ultra apa iPhone 14promax,neutral,2024-10-04 14:47:28+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bingung mau beli samsung s23 ultra iphone 14promax
@alfatur27,414,"""Kak david saya punya samsung s24 Ultra. Kenapa ketika digoyang"""" ada bunyi"""" gitu di sekitar kamee¢­ mohon dijawab ÂÂÂÂÂÂ""",negative,2024-10-02 14:02:07+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,kak david samsung s24 ultra digoyang bunyi kamee mohon â
@Nggelidung,415,Samsung s24 ke Uzbekistan Â,neutral,2024-10-02 13:33:57+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,samsung s24 uzbekistan â
@qieputriramadhani5001,416,Kak. Bisa panas gak hpnya,negative,2024-10-01 02:30:17+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,kak panas tidak handphonenya
@agnesmargareta6762,417,"plisss guys tolong rekomen mending s24+ atau flip6 karena harganya beti, maunya dipake pure buat bikin konten atau vlog tipis2, tolong mendingan mana yg compact dan worth di kamera, btw hp aku itu ip 12 pro ga mau diganti emang mau beli samsung pure buat kerjaan dan konten gituchhh",positive,2024-09-26 05:25:57+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,plisss teman-teman tolong rekomen s24 flip6 harganya beda tipi maunya dipakai pure bikin konten vlog tipis2 compact worth kamera by the way handphone ip 12 profesional tidak diganti beli samsung pekerjaan gituchhh
@RifaAhmad-xj4hc,418,Bng info harga seken yang terpercaya,neutral,2024-09-23 21:39:43+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bang informasi harga seken terpercaya
@sabrinayuridz7690,419,Galau bangeeett mau pindah dari S21U kemanaaa­,negative,2024-09-17 00:03:41+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,galau bangeeett pindah dari s21u kemanaaa
@LiandraArfadhia,420,S24 ultra sama s23 ultra bagus mana ??,positive,2024-09-16 14:33:38+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,s24 ultra sama s23 bagus
@2_ArizalWahyuMaulana,421,"Bg, coba review samsung g s24 ultra blue archive edition dong ",neutral,2024-09-16 13:51:29+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bagi coba review samsung tidak s24 ultra blue archive edition
@Me-with_you-e6u,422,Panas gak kak buat buka sopi dll trs edit konten jg panas gak?,neutral,2024-09-16 05:09:09+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,panas tidak kak buka sopi edit konten
@Zurianingsih,423,Brp harga yah,neutral,2024-09-08 14:46:03+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,harga ya
@AlnoAlno-qr2rb,424,"Ntar kalau harganya turun 1,5 baru gua beli ",neutral,2024-09-08 06:59:42+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,harganya turun 1 5 baru gue beli
@diamondlee1025,425,Untuk zoom bagus mana ini sama yg 23 ultra??,negative,2024-09-06 13:28:10+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,zoom bagus sama 23 ultra
@NirbitaSasikirana,426,lebih bagus ip 15 atau samsung galayx s24 ini? pengen beli salah satunya,positive,2024-08-19 11:42:00+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bagus ip 15 samsung galayx s24 beli salah satunya
@aristiaas6228,427,Mending IP 15 atau samsung ini ya?,negative,2024-08-15 06:54:30+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,ip 15 samsung iya
@mayratna4264,428,Ip 15 pm atau S24 ultra ni,neutral,2024-08-10 22:28:01+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,ip 15 pm s24 ultra nih
@nurasuyanto189,429,Dahlah gw udah bersyukur banget Punya S23 sekarang muncul S24 hadehh mau up tapi masih banyak tanggungan,positive,2024-08-06 21:36:42+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,dahlah gue bersyukur banget s23 muncul s24 aduh up tapi tanggungan
@Onnio_o,430,Rekomendasi charger nya pake brp watt terus pke merk apa ya ka ? Beli merk samsung sebulan udh rusak cargernya,negative,2024-08-03 12:48:06+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,rekomendasi charger nya pakai watt merek iya kakak beli samsung sebulan rusak cargernya
@LuckyKhoiroh,431,Bagusan mna kamera s24 ap iphone 15 ap sama aja,positive,2024-08-02 13:11:40+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bagusan kamera s24 iphone 15 sama
@samsudinganteng8997,432,Bimbang bngt ini mw beli s24 ultra ap 15 pro ÂÂ¥Â¹,neutral,2024-07-30 16:10:45+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bimbang banget now watching beli s24 ultra 15 profesional â â¹
@xue4303,433,Bagusnya Samsung s24 ultra atau Vivo x100 pro ya ,positive,2024-07-29 11:28:26+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bagusnya samsung s24 ultra vivo x100 profesional iya
@rian8037,434,"""Dulu pernh pakai note 8 pro Pakai setahun Agak lemot hp nya Jadi agak Galau beli samsung s24 ultra Kira2 pemakaian setahun Performa hp bakal stabil tidak Mohon di jawab para suhu samsung""",negative,2024-07-28 15:02:36+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,pernh pakai note 8 profesional setahun lambat handphone nya galau beli samsung s24 ultra pemakaian performa stabil tidak mohon suhu
@diniprasetyawati1452,435,HP samsung yg bagus tu seri apa ya bang? Selain yg seri s. Seri a bagus ga ya?,positive,2024-07-27 13:47:22+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,handphone samsung bagus seri iya bang si a tidak
@rainereurojav,436,sorry mau nanya samsung S24 series ada recovery mode nya ga ya? kalo misal amit2 hpnya di ambil orang takutnya bisa di reset pake recovery mode ga aman dong kalo gitu??,negative,2024-07-25 17:58:02+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,maaf samsung s24 series recovery mode nya tidak iya amit handphonenya ambil orang takutnya reset pakai aman
@muhammadrofik-w2z,437,udah beli seken cm 18 jt,neutral,2024-07-21 19:31:36+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,beli seken 18 juta
@anak_perantauan4836,438,Saya suka sih Samsung dari duluÃ¢ÂÂºÃ¯Â¸Â,positive,2024-11-15 02:09:51+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,suka sih samsung dari duluã â âºã
@Trias1,439,"Beli S24U ini apa nunggu yg S25 aja?... Lagi pengen ganti tp masih banyak galau nya, lumayan menguras isi rekening nih.. masih 20jt an",negative,2024-11-12 13:06:26+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,beli s24u menunggu s25 ganti galau nya lumayan menguras isi rekening 20jt an
@gibranfaqih6123,440,SAYA SUKA LAYAR DATAR. TERIMA KASIH SAMSUNG.,positive,2024-11-11 21:48:26+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,suka layar datar terima kasih samsung
@Sonic46,441,"""Info harga? Mau beli soalnya dana 30jt abis jual motor""",neutral,2024-11-06 18:09:14+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,informasi harga beli dana 30jt habis jual motor
@nunuonly2m,442,Alhamdulillah sekarang nonton nya dah pake s24 ultra,positive,2024-10-17 18:10:20+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,alhamdulillah menonton nya pakai s24 ultra
@inaa4580,443,semoga tahun ini kebeli ,positive,2024-10-17 08:17:22+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,semoga kebeli
@alfaruqind5221,444,Hari ini baru bisa kebeli dapat di 22jt ram 12/512 senang banget,positive,2024-10-16 11:41:42+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,baru kebeli 22jt ram 12 512 senang banget
@vyoxic,445,"Menurut saya, display Galaxy S24 Ultra memang lebih baik dengan desain layar datar, emg sih kalau lengkung terasa premium, tapi screen protectornya lebih mudah dicari dan tidak perlu menggunakan gel sinar UV atau antigores berbahan hidrogel seperti pada layar melengkung.",positive,2024-10-13 05:23:35+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,display galaxy s24 ultra desain layar datar sih lengkung premium tapi screen protectornya mudah dicari tidak gel sinar violet antigores berbahan hidrogel melengkung
@edisudirman475,446,"Bang kamera video nya bisa ngikutin kemana pun abang bergerak. Letakkan hapenya dimeja, lalu abang bergerak didepan kamera nya( back camera) maka kameranya ngikutin abang .ga stati(diam) kek iphone.. itulah Ai nya",positive,2024-10-07 12:15:25+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bang kamera video nya mengikuti kemana abang bergerak letakkan handphonenya dimeja back camera kameranya tidak stati diam kayak iphone ai
@adipratamaofficial6285,447,"""Alhamdulillah akhirnya pengen beli hahaha""",positive,2024-10-03 22:58:13+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,alhamdulillah beli haha
@agussatibi2536,448,Ganteng bngt ni hp­ pengennn,positive,2024-10-03 19:47:16+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,ganteng banget nih handphone
@BrokerMudaTV,449,S24 ultra memang mantap banget sy uda pakai kerja josss banget Ã¢ÂÂ¤,positive,2024-09-25 09:36:17+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,s24 ultra mantap banget pakai kerja joss ã â
@bamsvagenza,450,"Jika aku punya zoom 100x , tetanggaku tidak akan lolos dari pandanganku ",negative,2024-09-23 14:21:17+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,zoom 100x tetanggaku tidak lolo dari pandanganku
@agustideky433,451,Alhamdulillah bisa nonton ini pakek S24 Ultra,positive,2024-09-21 16:04:59+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,alhamdulillah menonton pakai s24 ultra
@TRG_2022,452,"""Nonton Pakai smsg Note 8 yg di beli 2017,.. Alhmdllh.. Semoga bs kebeli ini """,neutral,2024-09-13 14:15:38+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,menonton pakai smsg note 8 beli 2017 alhamdulillah semoga kebeli
@hanzomember5788,453,Alhamdulillah saya bersyukur banget sudah dapat beli samsung ultra s24,positive,2024-09-07 07:40:47+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,alhamdulillah bersyukur banget beli samsung ultra s24
@zp_2186,454,Doain november insya allah beli ini ÂÂ¤Â©,positive,2024-08-19 10:00:26+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,doakan november insya allah beli â
@sucihandayani6774,455,Nonton ini pake s24 ultra ,neutral,2024-08-17 04:35:17+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,menonton pakai s24 ultra
@khurabo,456,Mantap Samsung,positive,2024-08-15 06:33:22+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,mantap samsung
@rifaldyaristya5934,457,Pengen s24 ultra,negative,2024-08-06 11:21:43+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,s24 ultra
@novianasanjaya6308,458,Alhamdulillah sudah kubeli,positive,2024-08-04 11:08:13+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,alhamdulillah kubeli
@Yayanhandrio,459,Wah Mantap Sekali Hape Samsung nya,positive,2024-07-29 15:56:08+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,mantap telepon genggam samsung nya
@romanreings6102,460,Bismillah semoga bisa kebeli ÂÂÂ¥,positive,2024-07-29 07:42:11+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,bismillah semoga kebeli â
@abisuganden8968,461,Alhadmulillh bru beli S24ultra,neutral,2024-07-28 10:12:49+00:00,0,Galaxy S24 Ultra,Samsung,Flagship,18-Jan-24,alhadmulillh baru beli s24ultra
@mygenta3810,462,"Yaa koq jadi mediatek sii, padahal sblmnya selalu Snapdragon series 7",negative,2023-11-23 17:10:12+00:00,0,iQOO Z8,iQOO,Mid-Range,24-Aug,ya mediatek sih snapdragon series 7
@gapakulbetz,463,semoga datang ke indo 4jt an aja,neutral,2023-10-02 12:46:05+00:00,0,iQOO Z8,iQOO,Mid-Range,24-Aug,semoga indonesia 4jt an
@RyÃÂ«ken_ish,464,Masuk indo jadi berapa harga nya?,negative,2023-09-10 00:32:31+00:00,0,iQOO Z8,iQOO,Mid-Range,24-Aug,masuk indonesia harga nya
@vxnashi1472,465,Masih lama ga masuk ke indonya,negative,2023-09-08 10:01:46+00:00,0,iQOO Z8,iQOO,Mid-Range,24-Aug,lama tidak masuk indonesianya
@namasayasiapa,466,Dan yg lebih kagetnya harganya bkl di 4jtan?? Apakah iqoo sedang membakar duit? Kyk brand2 sebelumnya,negative,2023-09-07 12:03:08+00:00,0,iQOO Z8,iQOO,Mid-Range,24-Aug,kagetnya harganya 4jtan iqoo membakar duit kayak brand2
@raflihidayat244,467,"Msuk indo 4,99 juta ni mah",neutral,2023-09-05 04:27:17+00:00,0,iQOO Z8,iQOO,Mid-Range,24-Aug,masuk indonesia 4 99 juta nih
@lmts.limit.alfarro402,468,emng dah ada jadwal launching nya di indo?,neutral,2023-09-05 02:41:16+00:00,0,iQOO Z8,iQOO,Mid-Range,24-Aug,jadwal launching nya indonesia
@agusriyanto1164,469,Yg ini masuk Indonesia jg ya min,neutral,2023-09-04 12:51:24+00:00,0,iQOO Z8,iQOO,Mid-Range,24-Aug,masuk indonesia iya min
@SyarifZhafran-v4v,470,Kalau android tetap saya pilih huawei,neutral,2024-11-03 13:54:58+00:00,0,Vivo X100 Pro,Vivo,Flagship,2024,android pilih huawei
@afdal7108,471,"Kekurangan hp ini gk ada Dolby atmos, padahal itu penting banget",negative,2024-11-01 10:47:20+00:00,0,Vivo X100 Pro,Vivo,Flagship,2024,kekurangan handphone tidak dolby atmos banget
@leoman948,472,"Udh 4 bln viewer masih blm myampe 1m. Berarti orang awam masih suka samsung, ataupun xiaomi.",negative,2024-10-12 15:38:14+00:00,0,Vivo X100 Pro,Vivo,Flagship,2024,4 viewer belum myampe 1m orang awam suka samsung xiaomi
@adensaja2064,473,kl hsl video di upload ke tiktok/ig lebih bgs mana sama iphone,neutral,2024-10-02 00:08:29+00:00,0,Vivo X100 Pro,Vivo,Flagship,2024,hasil video unggah tiktok instagram bagus sama iphone
@hendrahermawan8927,474,Utk ganti hp AQ batesin 3 JT....pingin sprt di vidio itu Krn batas 3 juta akhirnya dpt Tecno sprk 20pro+ mirip jg designnya dg Vivo ini.... sisanya buat beli kambing... insyaallah Allah kambing jadi banyak,positive,2024-09-23 14:29:20+00:00,0,Vivo X100 Pro,Vivo,Flagship,2024,ganti handphone batasi 3 juta video bata tecno sprk 20pro designnya vivo sisanya beli kambing insyaallah allah
@arifzuliyanto7829,475,Tetep kalau hrga segitu pride ke Samsung S24 ultra sih,negative,2024-09-09 13:25:50+00:00,0,Vivo X100 Pro,Vivo,Flagship,2024,hrga pride samsung s24 ultra sih
